,Unnamed: 0,names,values,target,model
14803,3,wdi2-NY.GNP.ATLS.CD,0.3868126977091861,wdi2-NE.CON.PRVT.PP.KD,etr
14804,4,wdi2-NE.IMP.GNFS.CD,0.1829057874333996,wdi2-NE.CON.PRVT.PP.KD,etr
14805,5,ldc-XCON-Value,0.0107067100551575,wdi2-NE.CON.PRVT.PP.KD,etr
14806,6,hdr-175706,0.0252048979968213,wdi2-NE.CON.PRVT.PP.KD,etr
14807,7,ndgain-id_ecos_04-score,0.01228622092874,wdi2-NE.CON.PRVT.PP.KD,etr
14808,8,wdi2-TX.VAL.MANF.ZS.UN,0.0128479355478584,wdi2-NE.CON.PRVT.PP.KD,etr
14809,9,wdi2-NE.GDI.FTOT.KD,0.3466103989376267,wdi2-NE.CON.PRVT.PP.KD,etr
14810,0,wdi2-SE.ADT.LITR.ZS,0.4985466422115923,hdr-135006,etr
14811,1,epi-H2O,0.0880375093671149,hdr-135006,etr
14812,2,mvi-ldc-LECZ-Index,0.0292664210184902,hdr-135006,etr
14813,3,wdi2-PA.NUS.PPPC.RF,0.0112238368550979,hdr-135006,etr
14814,4,wdi2-SP.POP.6569.FE.5Y,0.0432604819879968,hdr-135006,etr
14815,5,ldc-AFF-Index,0.020835507403465,hdr-135006,etr
14816,6,ndgain-id_ecos_03-score,0.0197806388647917,hdr-135006,etr
14817,7,hdr-103706,0.1119429275361275,hdr-135006,etr
14818,8,wdi-BX.GSR.CCIS.CD,0.0079306376475214,hdr-135006,etr
14819,9,wdi-FX.OWN.TOTL.OL.ZS,0.169175397107802,hdr-135006,etr
14820,0,hdr-101706,0.0606584214525098,hdr-138806,etr
14821,1,ihme-decubitus-ulcer,0.0110272260518135,hdr-138806,etr
14822,2,ndgain-id_infr_05-score,0.0930194509850296,hdr-138806,etr
14823,3,wdi2-SH.STA.BASS.ZS,0.4529634796769452,hdr-138806,etr
14824,4,ihme-peripheral-artery-disease,0.0214043338839198,hdr-138806,etr
14825,5,wdi2-NE.IMP.GNFS.KN,0.0376152790251168,hdr-138806,etr
14826,6,key-mvi-ldc-AFF-Index,0.1092542569577116,hdr-138806,etr
14827,7,wdi2-SE.XPD.SECO.PC.ZS,0.0365269473993703,hdr-138806,etr
14828,8,igrac-twap_sids_socioeconomic_gwabstractiondom,0.0445721902583388,hdr-138806,etr
14829,9,hdr-57506,0.1329584143092442,hdr-138806,etr
14830,0,irena-se-inv-all,0.0103804967007923,hdr-73506,etr
14831,1,wdi-GC.XPN.GSRV.ZS,0.0772566948689645,hdr-73506,etr
14832,2,wdi2-NY.ADJ.ICTR.GN.ZS,0.0410923127542358,hdr-73506,etr
14833,3,hdr-136906,0.2466117829550306,hdr-73506,etr
14834,4,hdr-121206,0.1571505618999892,hdr-73506,etr
14835,5,ldc-AIN-Index,0.141455360948485,hdr-73506,etr
14836,6,wdi-IC.PRP.DURS,0.0401356936299113,hdr-73506,etr
14837,7,hdr-103606,0.2080980559847913,hdr-73506,etr
14838,8,wdi2-SE.PRM.ENRR,0.0368301988848947,hdr-73506,etr
14839,9,wdi2-NE.GDI.FTOT.ZS,0.040988841372905,hdr-73506,etr
14840,0,paris-117,0.0488865568682241,epi-SHI,etr
14841,1,wdi-IC.REG.COST.PC.FE.ZS,0.081744792813477,epi-SHI,etr
14842,2,wdi-DC.DAC.NZLL.CD,0.0214001587044747,epi-SHI,etr
14843,3,ohi-cs-status,0.2814658003651167,epi-SHI,etr
14844,4,wdi2-TM.VAL.MRCH.HI.ZS,0.0404039295541594,epi-SHI,etr
14845,5,unicef-ah9,0.1692801126455585,epi-SHI,etr
14846,6,wdi-BM.GSR.ROYL.CD,0.0480571531065226,epi-SHI,etr
14847,7,wdi2-SH.HIV.1524.FE.ZS,0.1316213560324797,epi-SHI,etr
14848,8,paris-123,0.0280896044144561,epi-SHI,etr
14849,9,ohi-hab-pressures,0.1490505354955307,epi-SHI,etr
14850,0,key-wdi-DT.DOD.DECT.GN.ZS,0.0855511406823251,epi-SPI,etr
14851,1,wdi-FI.RES.TOTL.MO,0.0569711885629759,epi-SPI,etr
14852,2,wdi-IT.CEL.SETS,0.0331217472123078,epi-SPI,etr
14853,3,ndgain-id_ecos_04-raw,0.0894394087842107,epi-SPI,etr
14854,4,ohi-eco-future,0.1086063275981744,epi-SPI,etr
14855,5,wdi2-SE.TER.CUAT.ST.ZS,0.0524657988035883,epi-SPI,etr
14856,6,wdi-DT.TDS.DECT.CD,0.018344599631459,epi-SPI,etr
14857,7,wdi2-SH.DTH.2024,0.0524711419085464,epi-SPI,etr
14858,8,wdi2-SL.EMP.SELF.ZS,0.0775181052525214,epi-SPI,etr
14859,9,paris-40,0.4255105415638906,epi-SPI,etr
14860,0,wdi2-NE.CON.PRVT.CN.AD,0.0376915337695766,epi-BDH,etr
14861,1,wdi2-TM.TAX.MANF.SM.FN.ZS,0.0222653292120697,epi-BDH,etr
14862,2,paris-146,0.0758282736167648,epi-BDH,etr
14863,3,wdi2-ST.INT.DPRT,0.0631230535078886,epi-BDH,etr
14864,4,ihme-idiopathic-developmental-intellectual-disability,0.2763305251258094,epi-BDH,etr
14865,5,ohi-hab-status,0.1086519833937845,epi-BDH,etr
14866,6,wdi-GC.REV.XGRT.CN,0.0284699800276578,epi-BDH,etr
14867,7,ndgain-id_heal_01-score,0.2672840197876496,epi-BDH,etr
14868,8,wdi-IC.IMP.TMBC,0.0847748984838404,epi-BDH,etr
14869,9,key-wdi-EG.ELC.RNEW.ZS,0.0355804030749581,epi-BDH,etr
14870,0,ndgain-id_food_01-raw,0.189473276965957,wdi2-MS.MIL.XPND.GD.ZS,etr
14871,1,wdi2-TX.VAL.SERV.CD.WT,0.0881780520015623,wdi2-MS.MIL.XPND.GD.ZS,etr
14872,2,hdr-194906,0.1835357259328954,wdi2-MS.MIL.XPND.GD.ZS,etr
14873,3,wdi2-SE.SEC.TCAQ.LO.FE.ZS,0.0486242542161787,wdi2-MS.MIL.XPND.GD.ZS,etr
14874,4,wdi2-SE.ADT.1524.LT.FM.ZS,0.0492441743498868,wdi2-MS.MIL.XPND.GD.ZS,etr
14875,5,ldc-DRY-Value,0.0269155450315384,wdi2-MS.MIL.XPND.GD.ZS,etr
14876,6,ihme-alopecia-areata,0.1431843501499912,wdi2-MS.MIL.XPND.GD.ZS,etr
14877,7,wdi-IP.TMK.NRCT,0.1768849292334507,wdi2-MS.MIL.XPND.GD.ZS,etr
14878,8,wdi-IQ.CPA.PROP.XQ,0.0678510958173559,wdi2-MS.MIL.XPND.GD.ZS,etr
14879,9,wdi2-SP.RUR.TOTL.ZG,0.0261085963011833,wdi2-MS.MIL.XPND.GD.ZS,etr
14880,0,ohi-np-resilience,0.013411135721852,wdi2-MS.MIL.XPND.CD,etr
14881,1,ndgain-id_gove_04-raw,0.0916728113570609,wdi2-MS.MIL.XPND.CD,etr
14882,2,wdi-BX.GSR.TOTL.CD,0.4646736350959173,wdi2-MS.MIL.XPND.CD,etr
14883,3,wdi-EN.URB.LCTY.UR.ZS,0.1273232607024463,wdi2-MS.MIL.XPND.CD,etr
14884,4,wdi2-SM.POP.NETM,0.0067923427296307,wdi2-MS.MIL.XPND.CD,etr
14885,5,wdi2-NY.GNP.MKTP.PP.CD,0.1750991783766688,wdi2-MS.MIL.XPND.CD,etr
14886,6,wdi-DT.NFL.FAOG.CD,0.0006688135814266,wdi2-MS.MIL.XPND.CD,etr
14887,7,ihme-sexually-transmitted-infections-excluding-hiv,0.0010834813764833,wdi2-MS.MIL.XPND.CD,etr
14888,8,hdr-121206,0.0298378888139144,wdi2-MS.MIL.XPND.CD,etr
14889,9,ihme-dermatitis,0.0894374522445993,wdi2-MS.MIL.XPND.CD,etr
14890,0,wdi-GC.TAX.OTHR.RV.ZS,0.0176934546175885,wdi-IP.TMK.RSCT,etr
14891,1,ihme-cardiomyopathy-and-myocarditis,0.0382531249906585,wdi-IP.TMK.RSCT,etr
14892,2,wdi2-SE.PRE.ENRR.FE,0.0158628544093117,wdi-IP.TMK.RSCT,etr
14893,3,wdi2-TX.VAL.TECH.MF.ZS,0.0073199899294895,wdi-IP.TMK.RSCT,etr
14894,4,wdi2-NY.ADJ.DKAP.CD,0.1486855734111235,wdi-IP.TMK.RSCT,etr
14895,5,wdi-EN.URB.LCTY,0.5149708721112948,wdi-IP.TMK.RSCT,etr
14896,6,ihme-typhoid-and-paratyphoid,0.0180155388860118,wdi-IP.TMK.RSCT,etr
14897,7,wdi-IS.AIR.GOOD.MT.K1,0.1877865709190929,wdi-IP.TMK.RSCT,etr
14898,8,ohi-eco-score,0.0224231612122428,wdi-IP.TMK.RSCT,etr
14899,9,paris-163,0.0289888595131856,wdi-IP.TMK.RSCT,etr
14900,0,wdi2-NV.IND.TOTL.CN,0.4853217582102692,wdi2-MS.MIL.XPND.CN,etr
14901,1,wdi-DT.TDS.DECT.CD,0.1242227053868069,wdi2-MS.MIL.XPND.CN,etr
14902,2,wdi-BM.KLT.DINV.CD.WD,0.0606778453163627,wdi2-MS.MIL.XPND.CN,etr
14903,3,ndgain-id_infr_02-raw,0.0284960115346087,wdi2-MS.MIL.XPND.CN,etr
14904,4,wdi2-MS.MIL.TOTL.TF.ZS,0.0404363833215757,wdi2-MS.MIL.XPND.CN,etr
14905,5,hdr-21806,0.0694286143116179,wdi2-MS.MIL.XPND.CN,etr
14906,6,wdi-CM.MKT.INDX.ZG,0.0266349243276266,wdi2-MS.MIL.XPND.CN,etr
14907,7,key-mvi-ldc-REM-Index,0.0521674903909863,wdi2-MS.MIL.XPND.CN,etr
14908,8,ihme-autism-spectrum-disorders,0.0733820149918741,wdi2-MS.MIL.XPND.CN,etr
14909,9,itu-ictb,0.0392322522082718,wdi2-MS.MIL.XPND.CN,etr
14910,0,ohi-eco-resilience,0.0705105686759717,wdi2-NY.ADJ.NNTY.KD,etr
14911,1,wdi2-SH.XPD.PVTD.PP.CD,0.0918653403309511,wdi2-NY.ADJ.NNTY.KD,etr
14912,2,wdi-FM.AST.NFRG.CN,0.0171242446172206,wdi2-NY.ADJ.NNTY.KD,etr
14913,3,wdi-GC.XPN.TOTL.CN,0.0440798700745463,wdi2-NY.ADJ.NNTY.KD,etr
14914,4,wdi2-NE.DAB.TOTL.KN,0.0866275474112087,wdi2-NY.ADJ.NNTY.KD,etr
14915,5,itu-fbs256,0.289771241804852,wdi2-NY.ADJ.NNTY.KD,etr
14916,6,wdi2-NY.TAX.NIND.CD,0.1876062908872707,wdi2-NY.ADJ.NNTY.KD,etr
14917,7,wdi2-PA.NUS.PPPC.RF,0.0227227158532322,wdi2-NY.ADJ.NNTY.KD,etr
14918,8,wdi2-NV.SRV.TOTL.KN,0.0871428670267759,wdi2-NY.ADJ.NNTY.KD,etr
14919,9,wdi2-SP.RUR.TOTL,0.1025493133179702,wdi2-NY.ADJ.NNTY.KD,etr
14920,0,ndgain-id_food_01-score,0.0618732214343526,wdi2-NY.ADJ.NNTY.PC.KD,etr
14921,1,wdi2-NE.DAB.TOTL.KN,0.0831774870334812,wdi2-NY.ADJ.NNTY.PC.KD,etr
14922,2,wdi2-SH.XPD.CHEX.PP.CD,0.2959222728326164,wdi2-NY.ADJ.NNTY.PC.KD,etr
14923,3,wdi2-SP.POP.4044.MA.5Y,0.1496948264649868,wdi2-NY.ADJ.NNTY.PC.KD,etr
14924,4,blasiak-sea-26-50,0.030145500223441,wdi2-NY.ADJ.NNTY.PC.KD,etr
14925,5,ihme-thyroid-cancer,0.0426552187680772,wdi2-NY.ADJ.NNTY.PC.KD,etr
14926,6,wdi2-SP.POP.2024.FE.5Y,0.0225541458279989,wdi2-NY.ADJ.NNTY.PC.KD,etr
14927,7,hdr-103706,0.0603402171041826,wdi2-NY.ADJ.NNTY.PC.KD,etr
14928,8,wdi-BM.KLT.DINV.CD.WD,0.070594756040352,wdi2-NY.ADJ.NNTY.PC.KD,etr
14929,9,hdr-43006,0.1830423542705108,wdi2-NY.ADJ.NNTY.PC.KD,etr
14930,0,key-mvi-ldc-REM-Index,0.1790517310438899,wdi-FB.AST.NPER.ZS,etr
14931,1,wdi-DT.ODA.ODAT.CD,0.0864002317847765,wdi-FB.AST.NPER.ZS,etr
14932,2,wdi-IP.TMK.TOTL,0.0701092451415935,wdi-FB.AST.NPER.ZS,etr
14933,3,ndgain-nd-vulnerability-water,0.1071734564437195,wdi-FB.AST.NPER.ZS,etr
14934,4,wdi-DT.TDS.DECT.CD,0.0722529729970572,wdi-FB.AST.NPER.ZS,etr
14935,5,key-mvi-ldc-EVI,0.0703967129346952,wdi-FB.AST.NPER.ZS,etr
14936,6,paris-47,0.0593564859512739,wdi-FB.AST.NPER.ZS,etr
14937,7,wdi-EN.ATM.NOXE.KT.CE,0.1587172561857442,wdi-FB.AST.NPER.ZS,etr
14938,8,wdi2-NE.CON.PRVT.ZS,0.0886989088858639,wdi-FB.AST.NPER.ZS,etr
14939,9,wdi-GC.AST.TOTL.CN,0.1078429986313859,wdi-FB.AST.NPER.ZS,etr
14940,0,wdi-FX.OWN.TOTL.MA.ZS,0.0682365055566941,key-wdi-FB.AST.NPER.ZS,etr
14941,1,wdi-GC.TAX.GSRV.VA.ZS,0.0947344957567544,key-wdi-FB.AST.NPER.ZS,etr
14942,2,wdi-DT.DOD.DSTC.CD,0.105573939497167,key-wdi-FB.AST.NPER.ZS,etr
14943,3,wdi2-SH.SGR.CRSK.ZS,0.181226464107222,key-wdi-FB.AST.NPER.ZS,etr
14944,4,wdi2-SP.POP.5054.MA.5Y,0.050329115350023,key-wdi-FB.AST.NPER.ZS,etr
14945,5,wdi2-SL.UEM.TOTL.FE.ZS,0.1090928417663634,key-wdi-FB.AST.NPER.ZS,etr
14946,6,hdr-177706,0.1482481939478194,key-wdi-FB.AST.NPER.ZS,etr
14947,7,ldc-VIC-Index,0.0548030011801477,key-wdi-FB.AST.NPER.ZS,etr
14948,8,key-ndgain-nd-readiness,0.1077329935619149,key-wdi-FB.AST.NPER.ZS,etr
14949,9,ihme-other-unintentional-injuries,0.0800224492758937,key-wdi-FB.AST.NPER.ZS,etr
14950,0,igrac-twap_ind_sids_ecosystdepgw,0.0577379814574643,wdi2-SE.SEC.TCAQ.ZS,etr
14951,1,wdi2-TM.VAL.SERV.CD.WT,0.1939095321658017,wdi2-SE.SEC.TCAQ.ZS,etr
14952,2,wdi2-NE.CON.GOVT.KD,0.1669106533733578,wdi2-SE.SEC.TCAQ.ZS,etr
14953,3,wdi2-NY.EXP.CAPM.KN,0.0697773999892806,wdi2-SE.SEC.TCAQ.ZS,etr
14954,4,hdr-194506,0.1348756140282613,wdi2-SE.SEC.TCAQ.ZS,etr
14955,5,key-wdi-ER.PTD.TOTL.ZS,0.0529213554934661,wdi2-SE.SEC.TCAQ.ZS,etr
14956,6,wdi2-NY.GNS.ICTR.GN.ZS,0.1288489178623174,wdi2-SE.SEC.TCAQ.ZS,etr
14957,7,wdi2-NY.GDP.DISC.CN,0.0622417803064078,wdi2-SE.SEC.TCAQ.ZS,etr
14958,8,hdr-136906,0.058791930572298,wdi2-SE.SEC.TCAQ.ZS,etr
14959,9,wdi2-per_sa_allsa.ben_q1_tot,0.0739848347513444,wdi2-SE.SEC.TCAQ.ZS,etr
14960,0,wdi2-MS.MIL.MPRT.KD,0.0144152825795552,wdi-FB.CBK.DPTR.P3,etr
14961,1,wdi-EG.FEC.RNEW.ZS,0.0511113604712499,wdi-FB.CBK.DPTR.P3,etr
14962,2,wdi2-NV.AGR.TOTL.ZS,0.2234197867190946,wdi-FB.CBK.DPTR.P3,etr
14963,3,wdi2-NY.ADJ.AEDU.CD,0.0443866250512923,wdi-FB.CBK.DPTR.P3,etr
14964,4,wdi2-SE.PRM.ENRL,0.0625291546211125,wdi-FB.CBK.DPTR.P3,etr
14965,5,ndgain-id_habi_04-raw,0.1862092525089449,wdi-FB.CBK.DPTR.P3,etr
14966,6,wdi2-SH.DYN.NMRT,0.1517442365589253,wdi-FB.CBK.DPTR.P3,etr
14967,7,wdi2-TX.VAL.ICTG.ZS.UN,0.0502495360540273,wdi-FB.CBK.DPTR.P3,etr
14968,8,hdr-123406,0.0972679680270327,wdi-FB.CBK.DPTR.P3,etr
14969,9,wdi-IQ.CPA.PROT.XQ,0.118666797408765,wdi-FB.CBK.DPTR.P3,etr
14970,0,wdi2-SE.PRM.UNER.ZS,0.0994765129720442,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14971,1,wdi2-SE.ADT.LITR.MA.ZS,0.1238675541425244,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14972,2,hdr-150706,0.0819081497318161,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14973,3,paris-80,0.125033902717784,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14974,4,wdi-AG.LND.TOTL.UR.K2,0.0718194776556418,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14975,5,unicef-e22,0.1418499572789494,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14976,6,wdi2-SH.STA.HYGN.ZS,0.1069958991293781,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14977,7,paris-29,0.0528939217148348,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14978,8,wdi2-SE.TER.CUAT.MS.ZS,0.0745228098037672,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14979,9,mvi-ldc-AFF-Index,0.1216318148532598,wdi2-NY.ADJ.NNTY.KD.ZG,etr
14980,0,unicef-cm5,0.0893332752829629,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14981,1,blasiak-export,0.1062473528925396,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14982,2,wdi-DT.NFL.IMFC.CD,0.0800376373703711,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14983,3,irena-ff-gen-off,0.0459953771626211,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14984,4,wdi2-NE.CON.PRVT.PC.KD.ZG,0.2156518978636603,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14985,5,igrac-twap_ind_sids_aqvulnerabilitypollution,0.1050994878897258,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14986,6,ihme-diabetes-mellitus,0.0832570116466289,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14987,7,wdi-GC.TAX.GSRV.CN,0.043246485916471,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14988,8,wdi2-SI.DST.04TH.20,0.1052451965422541,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14989,9,unicef-wash10,0.1258862774327647,wdi2-NY.ADJ.NNTY.PC.KD.ZG,etr
14990,0,wdi-GC.XPN.INTP.ZS,0.0309190918204981,wdi2-SL.TLF.CACT.NE.ZS,etr
14991,1,wdi2-SL.EMP.TOTL.SP.NE.ZS,0.7257884648429082,wdi2-SL.TLF.CACT.NE.ZS,etr
14992,2,wdi-IS.AIR.GOOD.MT.K1,0.015367478357522,wdi2-SL.TLF.CACT.NE.ZS,etr
14993,3,wdi-IT.NET.USER.ZS,0.0649059511685612,wdi2-SL.TLF.CACT.NE.ZS,etr
14994,4,key-wdi2-SI.POV.GINI,0.0224061147949493,wdi2-SL.TLF.CACT.NE.ZS,etr
14995,5,wdi-GC.TAX.TOTL.CN,0.0229219097430805,wdi2-SL.TLF.CACT.NE.ZS,etr
14996,6,mvi-wdi-BX.KLT.DINV.WD.GD.ZS,0.065337029844978,wdi2-SL.TLF.CACT.NE.ZS,etr
14997,7,wdi-BX.GSR.ROYL.CD,0.0083953604317909,wdi2-SL.TLF.CACT.NE.ZS,etr
14998,8,wdi-AG.LND.TOTL.UR.K2,0.0247176107211653,wdi2-SL.TLF.CACT.NE.ZS,etr
14999,9,hdr-194506,0.0192409882745461,wdi2-SL.TLF.CACT.NE.ZS,etr
15000,0,wdi2-NV.FSM.TOTL.CN,0.0542557815039415,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15001,1,wdi-LP.LPI.TIME.XQ,0.0480528844994368,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15002,2,wdi2-NY.GDP.MKTP.CN.AD,0.0475899252593221,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15003,3,wdi2-NY.ADJ.DPEM.GN.ZS,0.0663803248816907,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15004,4,wdi2-SE.SEC.CUAT.UP.ZS,0.2451389067987418,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15005,5,wdi2-NV.IND.TOTL.CD,0.1482296290107101,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15006,6,wdi2-SL.EMP.TOTL.SP.FE.NE.ZS,0.067411671506089,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15007,7,ihme-other-unintentional-injuries,0.1224467061585495,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15008,8,wdi-EN.ATM.CO2E.LF.ZS,0.0927357110079525,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15009,9,epi-HAD,0.1077584593735657,wdi2-SL.UEM.TOTL.FE.NE.ZS,etr
15010,0,hdr-169806,0.0887426179125563,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15011,1,wdi-IQ.CPA.PADM.XQ,0.0658979741639945,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15012,2,wdi2-NY.GDP.FCST.KD,0.0658672933189544,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15013,3,wdi2-SP.POP.65UP.MA.IN,0.050549757484396,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15014,4,wdi2-SP.POP.TOTL.MA.IN,0.0577788195583198,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15015,5,ndgain-id_food_04-raw,0.0883820688400313,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15016,6,wdi2-NE.IMP.GNFS.CD,0.0734330069743745,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15017,7,wdi2-SL.UEM.1524.ZS,0.4335133887126247,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15018,8,wdi2-MS.MIL.TOTL.TF.ZS,0.0500770657715928,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15019,9,key-wdi-AG.SRF.TOTL.K2,0.0257580072631554,wdi2-SL.UEM.TOTL.MA.NE.ZS,etr
15020,0,wdi2-SP.POP.3539.MA.5Y,0.1284400360199515,wdi2-MS.MIL.XPND.ZS,etr
15021,1,ndgain-id_wate_06-raw,0.0817832494633723,wdi2-MS.MIL.XPND.ZS,etr
15022,2,wdi-IT.MLT.MAIN,0.2871470731340093,wdi2-MS.MIL.XPND.ZS,etr
15023,3,mvi-economic,0.0978978477097934,wdi2-MS.MIL.XPND.ZS,etr
15024,4,wdi-DC.DAC.CHEL.CD,0.0209059533266024,wdi2-MS.MIL.XPND.ZS,etr
15025,5,igrac-twap_sids_environmental_percgwdepecosysisland,0.0199056784583502,wdi2-MS.MIL.XPND.ZS,etr
15026,6,wdi-EN.URB.LCTY.UR.ZS,0.2702980124178785,wdi2-MS.MIL.XPND.ZS,etr
15027,7,ihme-lymphatic-filariasis,0.0098684331405968,wdi2-MS.MIL.XPND.ZS,etr
15028,8,wdi2-SP.POP.5559.FE.5Y,0.0501581560585738,wdi2-MS.MIL.XPND.ZS,etr
15029,9,ihme-aortic-aneurysm,0.0335955602708716,wdi2-MS.MIL.XPND.ZS,etr
15030,0,wdi2-NE.IMP.GNFS.CD,0.0354975282582824,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15031,1,key-wdi-BX.TRF.PWKR.DT.GD.ZS,0.1149011604605267,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15032,2,hdr-123406,0.0965598249247755,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15033,3,wdi2-TM.VAL.MRCH.XD.WD,0.0495432457294831,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15034,4,wdi2-NE.EXP.GNFS.CD,0.056305024840651,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15035,5,ndgain-id_habi_03-score,0.0872782486157822,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15036,6,wdi2-SL.EMP.1524.SP.FE.NE.ZS,0.3567645934559053,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15037,7,hdr-137506,0.1133174822105155,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15038,8,wdi2-NY.ADJ.NNTY.CD,0.0349052359841281,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15039,9,ohi-cw-future,0.0549276555199499,wdi2-SL.EMP.TOTL.SP.NE.ZS,etr
15040,0,wdi2-SE.SEC.TCHR,0.8149853740290975,wdi2-SE.SEC.ENRL.VO,etr
15041,1,ihme-gallbladder-and-biliary-tract-cancer,0.0211166865049439,wdi2-SE.SEC.ENRL.VO,etr
15042,2,wdi-IC.FRM.DURS,0.0097706866713123,wdi2-SE.SEC.ENRL.VO,etr
15043,3,wdi-DT.NFL.WFPG.CD,0.0041986075074972,wdi2-SE.SEC.ENRL.VO,etr
15044,4,hdr-196106,0.0098184220740395,wdi2-SE.SEC.ENRL.VO,etr
15045,5,wdi-EG.ELC.FOSL.ZS,0.0437697175461391,wdi2-SE.SEC.ENRL.VO,etr
15046,6,hdr-103706,0.0340516935169949,wdi2-SE.SEC.ENRL.VO,etr
15047,7,ndgain-id_ecos_01-raw,0.0284474588066562,wdi2-SE.SEC.ENRL.VO,etr
15048,8,wdi2-TM.VAL.MANF.ZS.UN,0.0061566204813256,wdi2-SE.SEC.ENRL.VO,etr
15049,9,wdi-DT.NFL.ILOG.CD,0.0276847328619933,wdi2-SE.SEC.ENRL.VO,etr
15050,0,wdi2-per_sa_allsa.cov_pop_tot,0.059285374587374,wdi-IQ.SPI.PIL5,etr
15051,1,wdi-EN.ATM.CO2E.PP.GD,0.1162743592045726,wdi-IQ.SPI.PIL5,etr
15052,2,wdi2-NY.GSR.NFCY.CN,0.1199706395224596,wdi-IQ.SPI.PIL5,etr
15053,3,ihme-other-neglected-tropical-diseases,0.0507619524807164,wdi-IQ.SPI.PIL5,etr
15054,4,wdi-FM.LBL.BMNY.GD.ZS,0.0522189243123273,wdi-IQ.SPI.PIL5,etr
15055,5,ndgain-id_gove_03-score,0.2251116363074974,wdi-IQ.SPI.PIL5,etr
15056,6,wdi2-NE.GDI.FTOT.CN,0.071702748226123,wdi-IQ.SPI.PIL5,etr
15057,7,wdi2-SI.RMT.COST.OB.ZS,0.0392137530009584,wdi-IQ.SPI.PIL5,etr
15058,8,ndgain-nd-vulnerability,0.0689635860834326,wdi-IQ.SPI.PIL5,etr
15059,9,wdi2-SH.DYN.AIDS.FE.ZS,0.1964970262745381,wdi-IQ.SPI.PIL5,etr
15060,0,wdi-IQ.SPI.PIL3,0.1898606408403731,wdi2-VC.IHR.PSRC.FE.P5,etr
15061,1,epi-FGT,0.1218441108682022,wdi2-VC.IHR.PSRC.FE.P5,etr
15062,2,hdr-111106,0.0804579731870635,wdi2-VC.IHR.PSRC.FE.P5,etr
15063,3,ndgain-nd-readiness-governance,0.0713071158221917,wdi2-VC.IHR.PSRC.FE.P5,etr
15064,4,ndgain-id_gove_04-score,0.0986932489422468,wdi2-VC.IHR.PSRC.FE.P5,etr
15065,5,wdi-DT.ODA.ODAT.CD,0.0765954659002476,wdi2-VC.IHR.PSRC.FE.P5,etr
15066,6,wdi2-SP.ADO.TFRT,0.1370573329009658,wdi2-VC.IHR.PSRC.FE.P5,etr
15067,7,wdi-LP.LPI.INFR.XQ,0.046869602661758,wdi2-VC.IHR.PSRC.FE.P5,etr
15068,8,wdi-GC.AST.TOTL.CN,0.0613619434839972,wdi2-VC.IHR.PSRC.FE.P5,etr
